1,3414493 Canada Inc,"11 Church St, Ste 401",,,M5E 1W1,,2022-04-29,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),category_primary,category_all,is_builder,is_investment,is_reit,is_private_equity,is_asset_manager,is_family_office,is_pension_fund,is_insurance,is_lender
11796,Kitchener Retirement Home Inc,"100 Milverton Dr, Ste 700",Mississauga,Ontario,L5R 4H1,905-501-9219,2007-02-01,,,2023-10-29 16:55:57,'2023-10-30 12:42:37'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
11813,Vital Retirement Living Inc,20 Shirley&#039;s Brook Dr,Ottawa,Ontario,K2K 2W8,,2008-05-29,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
11944,Kingsway Arms Retirement Residences Inc.,"5409 Eglinton Ave W, Ste 209",Toronto,Ontario,M9C 5K6,647-288-2942,2012-05-09,,,2023-10-29 16:57:18,'2023-10-30 12:42:37'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
13536,Somerset Bed and Breakfast,111 Front St,Niagara-on-the-Lake,ON,L0S 1J0,905-468-5565,2017-02-02,,,2023-11-04 16:35:47,'2023-11-04 16:35:47'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
14494,Somerset Group,478 Champagne Dr,Toronto,Ontario,M3J 2T9,416-638-8663,2015-03-31,somersetgroup.com,,2023-12-09 16:46:40,'2023-11-06 12:06:59'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
16464,Chartwell Retirement Services,81195 Ontario Inc&amp;nbsp; &amp;nbsp; &amp;nbsp;855-461-0685,Mississauga,Ontario,L5W 0G5,855-461-0685,2023-11-01,,,2023-11-10 12:57:20,'2023-11-10 12:57:20'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
17604,Barton Retirement Inc,10 Dodie St,,,L4G 2L2,,2022-05-06,,,2023-11-12 19:41:45,'2023-11-12 19:41:45'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
19214,Revera Retirement Living,"5015 Spectrum Way, 6th Flr",Mississauga,Ontario,L4W 0E4,289-360-1200,2022-08-23,,,2023-11-17 16:40:40,'2023-11-17 16:40:40'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
20674,Viva Retirement Living,"3845 Bathurst St, Ste 206",Toronto,Ontario,M3H 3N2,416-256-5675,2022-04-14,,,2023-11-21 20:55:53,'2023-11-21 20:55:53'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
21204,Southbrook Retirement Inc,232 Carmichael Ave,Toronto,Ontario,M5M 2X4,416-787-7799,2021-03-10,,,2023-11-24 21:41:00,'2023-11-24 21:41:00'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
21325,Kanata Retirement Group Inc,,Victoria,BC,V8W 1T4,,2021-11-01,,,2023-11-24 21:41:09,'2023-11-24 21:41:09'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
21372,Seasons Retirement Communities,"1315 North Service Rd E, Ste 200",Oakville,Ontario,L6H 1A7,289-291-5999,2021-10-12,,,2023-11-25 11:20:28,'2023-11-25 11:20:28'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
23895,Greenwood Retirement Communities,"2200 Yonge St, Ste 805",Toronto,Ontario,M4S 2C6,416-849-5030,2014-01-16,greenwoodrc.com,,2023-12-09 16:47:37,'2023-11-30 12:57:39'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
24031,River Gardens Retirement Stratford Inc,"21 Pirandello St, Ste 1243",Toronto,Ontario,M6K 3P4,,2011-03-04,kairosliving.com,,2024-04-16 14:51:18,'2023-11-30 12:57:47'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
26658,Beechwood Retirement Lodge Inc,305 Erb St W,Waterloo,Ontario,N2L 1W4,,2019-05-01,,,2023-12-08 11:36:14,'2023-12-08 11:36:14'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
26806,Queens Ave Retirement Home Inc,"101-1865 Dilworth Dr, Ste 402",Kelowna,BC,V1Y 9T1,250-861-3030,2019-02-11,,,2023-12-08 11:36:32,'2023-12-08 11:36:32'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
27017,Better Life Retirement Residences Inc,147 Estate Garden Dr,Richmond Hill,Ontario,L4E 3X8,,2019-10-02,ontario.ca,,2024-04-16 14:48:11,'2023-12-08 11:36:53'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
27397,Trillium Retirement Living (London) Inc,21 Wellington St E,Aurora,Ontario,L4G 1H4,,2018-12-20,,,2023-12-08 20:20:34,'2023-12-08 20:20:34'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
27400,Trillium Retirement Living (Midland) Inc,21 Wellington St E,Aurora,Ontario,L4G 1H4,,2018-12-20,,,2023-12-08 20:20:35,'2023-12-08 20:20:35'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
27684,Cambridge Retirement Group Ltd,1002 Wharf St,Victoria,BC,V8W 1T4,,2017-09-07,googlegroups.com,,2024-04-16 14:48:13,'2023-12-11 14:00:37'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
27686,Woodstock Retirement Group Ltd,1002 Wharf St,Victoria,BC,V8W 1T4,,2017-09-07,,,2023-12-11 14:00:37,'2023-12-11 14:00:37'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
27690,Cobourg Retirement Group Ltd,1002 Wharf St,Victoria,BC,V8W 1T4,,2017-09-07,,,2023-12-11 14:00:37,'2023-12-11 14:00:37'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
28047,Cobourg Retirement Residence Facility Inc,"3200 Dufferin St, Ste 407",,,M6A 3B2,,2023-12-08,,,2024-01-23 16:25:57,'2024-01-23 16:25:57'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
28399,OMERS,,Toronto,Ontario,M5H 0E2,416-369-2400,2023-12-14,,,2024-01-23 16:26:13,'2024-01-23 16:26:13'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
29071,Chartwell Retirement Residences,,Mississauga,Ontario,L5W 0G5,855-461-0685,2024-02-02,,,2024-03-09 13:48:37,'2024-03-09 13:48:37'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
29729,Carriage Retirement Inc,60 Bond St E,Oshawa,Ontario,L1G 9C9,,2024-03-15,carriagehillretirement.com,,2024-04-16 14:48:55,'2024-04-16 02:21:03'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
31194,Aurora Mavrinac Retirement,"5400 Yonge St, Ste 501",Toronto,Ontario,M2N 5R5,,2024-05-14,,,2024-06-04 11:21:32,'2024-06-04 11:21:32'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
31712,BenefitsPensions.com,"1235 Bay St, Ste 700",Toronto,Ontario,M5R 3K4,877-228-3388,2024-06-04,,,2024-06-27 12:44:15,'2024-06-27 12:44:15'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
31878,Seasons Retirement Communities ,"5 North Service Rd E, Ste 200",,,L6H 1A7,289-291-5999,2024-06-03,,,2024-06-27 12:44:22,'2024-06-27 12:44:22'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
31906,Chartwell Retirement Residences,,Mississauga,Ontario,L5W 0G5,855-461-0685,2024-09-18,,,2024-10-03 12:21:15,'2024-10-03 12:21:15'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
32982,Hilltop Manor Retirement Residence Inc,233 Glenwoods Ave,Keswick,Ontario,L4P 2W7,,2024-12-20,,,2025-01-09 19:50:12,'2025-01-09 19:50:12'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
34581,Conestoga Retirement Inc,55 Hugo Cres,Kitchener,Ontario,N2M 5J1,519-576-2140,2025-07-18,,,2025-07-30 14:44:07,'2025-07-30 14:44:07'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
34704,Streetsville Retirement Inc,"5290 Yonge St, Ste 200",,,M2N 5P9,,2025-08-19,,,2025-09-09 03:57:30,'2025-09-09 03:57:30'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
34726,Weston Retirement Village Ltd,17220 Jane St,,,L7B 0J3,,2025-08-01,,,2025-09-09 03:57:31,'2025-09-09 03:57:31'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
34762,Hazeldean Gardens Retirement Residence Inc,"1505 Carling Ave, 2nd Flr",Ottawa,Ontario,K1Z 7L9,613-518-2006,2025-06-17,,,2025-09-09 03:57:33,'2025-09-09 03:57:33'),pension_fund,pension_fund,0,0,0,0,0,0,1,0,0
