1,3414493 Canada Inc,"11 Church St, Ste 401",,,M5E 1W1,,2022-04-29,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),category_primary,category_all,is_builder,is_investment,is_reit,is_private_equity,is_asset_manager,is_family_office,is_pension_fund,is_insurance,is_lender
11473,Calloway REIT (Sevenbridge) Inc,"700 Applewood Cres, Ste 100",Vaughan,Ontario,L4K 5X3,905-326-6400,2013-03-05,,,2023-10-29 16:27:50,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11476,True North Apartment REIT,"401 The West Mall, Suite 1100",Toronto,Ontario,M9C 5J5,416-234-8444,2013-03-01,,,2023-10-29 16:27:50,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11477,Kadris REIT Ltd,32 Atwood Dr,Cambridge,Ontario,N1T 1L4,,2013-01-31,,,2023-10-29 16:27:50,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11490,Innvest REIT,"5090 Explorer Dr, 7th Flr",Mississauga,Ontario,L4W 4T9,905-206-7100,2014-11-14,,,2023-10-29 16:29:05,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11492,First Reliance REIT,"130 King St W, Ste 1800",Toronto,Ontario,M5X 1E3,416-941-1266,2014-11-14,,,2023-10-29 16:29:05,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11494,Calloway REIT (Rockland) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2014-10-31,,,2023-10-29 16:29:05,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11497,Dream Industrial REIT,"30 Adelaide St E, Ste 1600",Toronto,Ontario,M5C 3H1,416-365-3535,2014-09-11,,,2023-10-29 16:29:06,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11516,Reitano Concrete 2008 Ltd,2773 Fenton Rd,Ottawa,Ontario,K1T 3T8,,2014-05-02,,,2023-10-29 16:29:07,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11525,Dream Industrial REIT,"30 Adelaide St E, Ste 301",Toronto,Ontario,M5C 3H1,416-365-3535,2015-12-22,,,2023-10-29 16:29:25,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11531,Granite REIT,"77 King St W, Ste 4010",Toronto,Ontario,M5K 1H1,647-925-7500,2015-09-11,granitereit.com,,2023-12-02 13:41:15,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11535,OneREIT,,Vaughan,Ontario,L4K 5X3,416-741-7999,2015-08-26,,,2023-10-29 16:29:25,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11543,True North Apartment REIT,,Toronto,Ontario,M8X 2X2,416-234-8444,2015-06-01,,,2023-10-29 16:29:25,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11552,Calloway REIT (Barrie II) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2015-02-11,,,2023-10-29 16:29:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11555,Slate Retail REIT,"200 Front St W, Ste 2400",Toronto,Ontario,M5V 3K2,416-644-4264,2015-01-27,,,2023-10-29 16:29:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11557,Calloway REIT (Eastern Ave) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2016-12-22,,,2023-10-29 16:29:48,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11558,SmartREIT (Eastern) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2016-12-22,,,2023-10-29 16:29:48,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11579,InnVest REIT,200 Bay St,Toronto,Ontario,M5J 2J1,416-607-7100,2016-07-15,innvesthotels.com,,2023-12-09 16:48:01,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11603,First Reliance REIT,"130 King St W, Ste 1800",Toronto,Ontario,M8X 1E3,416-941-1266,2016-01-05,,,2023-10-29 16:29:50,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11614,Calloway REIT (Burlington) Inc,"715 Fifth Ave SW, Ste 1900",Calgary,Alberta,T2P 2X6,403-299-9600,2004-12-01,callowayreit.com,,2023-12-02 13:41:44,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11616,Calloway REIT (Pembroke) Inc,"715 Fifth Ave SW, Ste 1900",Calgary,Alberta,T2P 2X6,403-299-9600,2004-12-01,,,2023-10-29 16:55:01,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11653,Marian C. Reith,"11205 Ilderton Rd, RR 2",,,N0M 2A0,,1999-04-30,,,2023-10-29 16:55:02,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11654,Reitzel Rentals Ltd,36 Centenial Drive,Kitchener,Ontario,N2B 3G1,,1998-12-31,,,2023-10-29 16:55:02,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11656,CAP REIT Victoria Park Apartments Inc,"11 Church St, Suite 200",Toronto,Ontario,M5E 1W1,,1998-12-29,,,2023-10-29 16:55:02,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11667,Calloway REIT (London N) Inc,"700 Applewood Cres, Ste 100",Vaughan,Ontario,L4K 5X3,905-326-6400,2005-12-09,callowayreit.com,,2023-12-02 13:41:44,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11670,Calloway REIT (Cammbridge II) Inc,"700 Applewood Cres, Ste 100",Vaughan,Ontario,L4K 5X3,905-326-6400,2005-11-15,,,2023-10-29 16:55:17,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11672,Calloway REIT (Welland) Inc,"700 Applewood Cres, Ste 100",Vaughan,Ontario,L4K 5X3,905-326-6400,2005-09-21,callowayreit.com,,2023-12-02 13:41:44,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11675,Calloway REIT (St Catharines) Inc,"700 Applewood Cres, Ste 100",Vaughan,Ontario,L4K 5X3,905-760-6230,2005-08-03,,,2023-10-29 16:55:17,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11681,Calloway REIT (Chatham) Inc,"855 Eighth Ave SW, Ste 310",Calgary,Alberta,T2P 3P1more info: mi.pdf,403-266-6442,2005-07-11,,,2023-10-29 16:55:17,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11683,Calloway REIT (Midland) Inc,"855 Eighth Ave SW, Ste 310",Calgary,Alberta,T2P 3P1more info: mi.pdf,403-266-6442,2005-07-11,,,2023-10-29 16:55:17,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11685,Calloway REIT (Renfrew) Inc,"855 Eighth Ave SW, Ste 310",Calgary,Alberta,T2P 3P1,403-266-6442,2005-07-11,,,2023-10-29 16:55:17,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11689,Calloway REIT (Whitby) Inc,"855 8th Ave SW, Ste 310",Calgary,Alberta,T2P 3P1,,2005-03-15,,,2023-10-29 16:55:17,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11691,Calloway REIT (Bolton) Inc,"855 8th Avenue SW, Ste 310",Calgary,Alberta,T2P 3P1,,2005-03-15,,,2023-10-29 16:55:17,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11696,Calloway REIT (Carleton) Inc,"700 Applewood, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2006-12-18,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11698,Calloway REIT (Etobicoke-Index) Inc,"700 Applewood Cres, Ste 100",Vaughan,Ontario,L4K 5X3,905-326-6400,2006-12-15,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11700,Calloway REIT (Westgate) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2006-12-11,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11702,Calloway REIT (Leaside) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2006-12-11,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11704,Calloway REIT (Bramport) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2006-12-11,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11706,Calloway REIT (Milton) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2006-12-11,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11708,Calloway REIT (Whitby NE) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2006-12-11,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11709,Calloway REIT (Fort Erie) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2006-11-21,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11710,Calloway REIT (Midland) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2006-11-20,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11712,Calloway REIT (Peterborough) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2006-10-05,,,2023-10-29 16:55:26,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11728,Calloway REIT (Weston-401) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2006-06-30,,,2023-10-29 16:55:27,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11732,Calloway REIT (400 and 7) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2006-06-26,,,2023-10-29 16:55:27,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11738,Calloway REIT (Rexdale) Inc,"700 Applewood Cres, Ste 100",Vaughan,Ontario,L4K 5X3,,2006-04-12,,,2023-10-29 16:55:27,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11742,Calloway REIT (Burlington Appleby) Inc,700 Applewood Cres,Vaughan,Ontario,L4K 5X3,905-326-6400,2006-02-20,,,2023-10-29 16:55:27,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11743,Morguard REIT,"55 City Centre Dr, Ste 1000",Mississauga,Ontario,L5B 1M3,,2007-12-28,morguard.com,,2023-12-02 13:41:46,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11746,Tamme Reitzema,,Clifford,Ontario,N0G 1M0,519-327-9560,2007-11-15,,,2023-10-29 16:55:56,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11752,Calloway REIT (London NW) Inc,"700 Applewood Cres, Ste 200",Waughan,Ontario,L4K 5X3,905-326-6400,2007-09-27,,,2023-10-29 16:55:56,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11758,Calloway REIT (Halton) Inc   ext 7826,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2007-08-30,,,2023-10-29 16:55:56,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11765,Calloway REIT (Etobicoke - Index) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2007-05-07,,,2023-10-29 16:55:56,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11775,Ivan Reitman,"10960 Wiltshire Blvd, Ste 1100",,,USA - 90024,,2007-05-01,,,2023-10-29 16:55:57,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11787,Calloway REIT (Rutherford) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2007-03-30,,,2023-10-29 16:55:57,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11800,Skyline Apartment REIT,70 Fountain St E,Guelph,Ontario,N1H 3N6,519-826-0439,2008-11-18,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11801,Calloway REIT (Welland) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2008-11-14,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11806,Whiteroack REIT,"655 Bay St, Ste 401",Toronto,Ontario,M5G 2K4,416-351-7878,2008-07-28,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11810,Calloway REIT (Brockville) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2008-06-26,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11811,Calloway REIT (Orleans) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2008-06-20,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11812,Calloway REIT (1900 Eglinton) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2008-06-20,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11814,Chartwell Seniors Housing REIT,"100 Milverton Dr, Ste 700",Mississauga,Ontario,L5R 4H1,905-501-9219,2008-05-29,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11815,Calloway REIT (Bramport) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2008-05-22,,,2023-10-29 16:56:12,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11827,Calloway REIT (London NW) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2009-12-23,,,2023-10-29 16:56:30,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11829,Chartwell Seniors Housing REIT,"100 Milverton Dr, Ste 700",Mississauga,Ontario,L5R 4H1,905-501-9219,2009-12-21,,,2023-10-29 16:56:30,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11834,Calloway REIT (Welland) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2009-11-20,,,2023-10-29 16:56:30,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11835,Reitzel Bros Asbestos Removal Ltd,262 Woolwich St S,Breslau,Ontario,N0B 1M0,,2009-08-06,,,2023-10-29 16:56:30,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11838,Scott&#039;s REIT,"161 Bay St, Ste 2300",Toronto,Ontario,M5J 2S1,416-361-9665,2009-07-21,obelysk.com,,2023-12-04 13:18:57,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11841,InStorage REIT,"350 Bay St, Ste 1000",Toronto,Ontario,M5H 2S6,416-867-9700,2009-07-15,,,2023-10-29 16:56:30,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11844,Calloway REIT (Innisfil) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2009-04-30,,,2023-10-29 16:56:30,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11849,Skyline Apartment REIT,70 Fountain St E,Guelph,Ontario,N1H 3N6,519-826-0439,2009-03-03,,,2023-10-29 16:56:30,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11872,Calloway REIT,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,,2010-09-13,,,2023-10-29 16:56:46,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11887,Calloway REIT (Sudbury) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5K3,,2011-08-17,,,2023-10-29 16:56:58,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11892,TransGlobe Apartment REIT,"5935 Airport Rd, Ste 600",Mississauga,Ontario,L4V 1W5,416-234-8444,2011-08-02,,,2023-10-29 16:56:59,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11897,Calloway REIT (Cobourg) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 4X3,,2011-07-15,callowayreit.com,,2023-12-02 13:41:48,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11899,Reitclas ULC,608 Briar Hill Ave,Toronto,Ontario,M5N 1N2,416-785-9710,2011-07-04,,,2023-10-29 16:56:59,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11902,Calloway REIT (Kenora) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2011-05-06,,,2023-10-29 16:57:00,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11903,Calloway REIT (Peterborough) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2011-05-06,,,2023-10-29 16:57:00,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11904,Calloway REIT (Midland) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2011-05-06,,,2023-10-29 16:57:00,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11912,Chartwell Seniors Housing REIT,"100 Milverton Dr, Ste 700",Mississauga,Ontario,L5R 4H1,905-501-9219,2011-02-09,,,2023-10-29 16:57:00,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11917,Calloway REIT (Renfrew) Inc,1 First Canadian Place,Toronto,Ontario,M5X 1B8,416-362-2111,2012-12-13,,,2023-10-29 16:57:15,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11919,Calloway REIT Inc,,Vaughan,Ontario,L4K 5X3,905-326-6400,2012-11-29,,,2023-10-29 16:57:15,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11921,Calloway REIT (Hanover) Inc,,Vaughan,Ontario,L4K 5X3,905-326-6400,2012-11-29,,,2023-10-29 16:57:15,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11924,Calloway REIT (Pembroke) Inc,,Vaughan,Ontario,L4K 5X3,905-326-6400,2012-11-29,,,2023-10-29 16:57:15,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11926,Morguard REIT,"55 City Centre Dr, Ste 1000",Mississauga,Ontario,L5B 1M3,905-281-3800,2012-11-15,,,2023-10-29 16:57:16,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11932,Huntington REIT,"5000 Miller Rd, Ste 2000",Richmond,British Columbia,V7B 1K6,604-249-5100,2012-06-28,,,2023-10-29 16:57:18,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11937,Reiter Nemetz Law Office,"298 Sheppard Ave W, Ste 100",Toronto,Ontario,M2N 1N5,416-665-1458,2012-06-25,,,2023-10-29 16:57:18,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11942,Interrent REIT,"485 Bank St, Ste 207",Ottawa,Ontario,K2P 1Z2,613-569-5699,2012-05-28,,,2023-10-29 16:57:18,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11943,Lanesborough REIT,2600 Seven Evergreen Place,Winnipeg,Manitoba,R3L 2T3,204-475-9090,2012-05-09,lreit.com,,2023-12-02 13:41:48,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11946,BTB Reit,"2155 Crescent St, Ste 300",Montreal,Quebec,H3G 2C1,514-286-0188,2012-05-08,,,2023-10-29 16:57:18,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11949,Colloway REIT (Halton) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2012-04-16,,,2023-10-29 16:57:18,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11952,TransGlobe Apartment REIT,"5935 Airport Rd, Ste 600",Mississauga,Ontario,L4V 1W5,905-672-1100,2012-04-02,,,2023-10-29 16:57:19,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
11954,Chartwell Seniors Housing REIT,"100 Milverton Dr, Ste 700",Mississauga,Ontario,L5R 4H1,905-501-9219,2012-03-16,,,2023-10-29 16:57:19,'2023-10-30 12:42:37'),reit,reit,0,0,1,0,0,0,0,0,0
13681,CREIT ,175 Bloor St,Toronto,Ontario,M4W 3R8,416-628-7771,2018-02-12,,,2023-11-04 16:35:52,'2023-11-04 16:35:52'),reit,reit,0,0,1,0,0,0,0,0,0
15626,OneREIT,"700 Applewood Cres, Ste 300",Vaughan,Ontario,L4K 5X3,416-741-7999,2016-10-19,,,2023-11-06 12:07:44,'2023-11-06 12:07:44'),reit,reit,0,0,1,0,0,0,0,0,0
15766,SREIT (Bentley) Ltd,"5991 Spring Garden Rd, Ste 900",Halifax,Nova Scotia,B3H 1Y6,,2001-10-19,,,2023-11-07 11:35:44,'2023-11-07 11:35:44'),reit,reit,0,0,1,0,0,0,0,0,0
15767,SREIT (Rexdale) Ltd,"5991 Spring Garden Rd, Ste 990",Halifax,Nova Scotia,B3H 1Y6,,2001-10-19,,,2023-11-07 11:35:44,'2023-11-07 11:35:44'),reit,reit,0,0,1,0,0,0,0,0,0
15768,SREIT (Markham) Ltd,"5991 Spring Garden Rd, Ste 900",Halifax,Nova Scotia,B3H 1Y6,,2001-10-19,,,2023-11-07 11:35:44,'2023-11-07 11:35:44'),reit,reit,0,0,1,0,0,0,0,0,0
16415,Nobel REIT GP Inc,"1540 Cornwall Rd, Ste 211",Oakville,Ontario,L6J 7W5,416-613-1262,2023-11-01,,,2023-11-10 12:57:19,'2023-11-10 12:57:19'),reit,reit,0,0,1,0,0,0,0,0,0
16627,District REIT,"3410 South Service Rd, Ste 301",Burlington,Ontario,L7N 3T1,833-308-7348,2023-10-31,,,2023-11-10 12:57:28,'2023-11-10 12:57:28'),reit,reit,0,0,1,0,0,0,0,0,0
18200,H Breiter Window Cleaning Ltd,12 Bentworth Ave,Toronto,Ontario,M6A 1P3,416-789-0591,2022-01-28,,,2023-11-14 19:35:15,'2023-11-14 19:35:15'),reit,reit,0,0,1,0,0,0,0,0,0
21143,CAPREIT,"11 Church St, Ste 401",Toronto,Ontario,M5E 1W1,416-861-9404,2021-06-25,,,2023-11-24 21:40:53,'2023-11-24 21:40:53'),reit,reit,0,0,1,0,0,0,0,0,0
21254,CAPREIT Apartments,"11 Church St, Ste 401",Toronto,Ontario,M5E 1W1,416-861-9404,2021-05-05,,,2023-11-24 21:41:04,'2023-11-24 21:41:04'),reit,reit,0,0,1,0,0,0,0,0,0
21415,CAPREIT Apartments,"11 Church St, Ste 401",Toronto,Ontario,M5E 1W1,416-861-9404,2021-09-29,,,2023-11-25 11:20:31,'2023-11-25 11:20:31'),reit,reit,0,0,1,0,0,0,0,0,0
23231,SREIT (Aldershot) Ltd,"5991 Spring Garden, 9th Flr",Halifax,Nova Scotia,B3H 1Y6,902-421-1222,2002-02-01,,,2023-11-30 12:57:08,'2023-11-30 12:57:08'),reit,reit,0,0,1,0,0,0,0,0,0
25773,113 Breithaupt Street Ltd,"113 Briethaupt St, Ste 200",Kitchener,Ontario,N2H 5G9,,2021-10-12,,,2023-12-03 16:45:31,'2023-12-03 16:45:31'),reit,reit,0,0,1,0,0,0,0,0,0
26251,Skyline Apartment REIT,"5 Douglas St, Ste 301",Guelph,Ontario,N1H 2S8,519-826-0439,2023-11-16,,,2023-12-05 17:46:06,'2023-12-05 17:46:06'),reit,reit,0,0,1,0,0,0,0,0,0
27216,SmartREIT,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3,905-326-6400,2018-03-05,,,2023-12-08 20:20:14,'2023-12-08 20:20:14'),reit,reit,0,0,1,0,0,0,0,0,0
27900,OneREIT,,Vaughan,Ontario,L4K 5X3,416-741-7999,2017-10-04,,,2023-12-11 14:00:59,'2023-12-11 14:00:59'),reit,reit,0,0,1,0,0,0,0,0,0
28109,District REIT,"3410 South Service Rd, Ste 201",Burlington,Ontario,L7N 3T2,833-308-7348,2023-12-22,,,2024-01-23 16:26:00,'2024-01-23 16:26:00'),reit,reit,0,0,1,0,0,0,0,0,0
28710,District REIT,"3410 South Service Rd, Ste 201",Burlington,Ontario,L7N 3T2,833-308-7348,2024-01-12,,,2024-03-06 16:31:57,'2024-03-06 16:31:57'),reit,reit,0,0,1,0,0,0,0,0,0
28934,SmartCentres REIT (51 Yonge) Inc,3200 Highway 7,Vaughan,Ontario,L4K 5Z5more info: mi.pdf,905-326-6400,2024-02-21,smartcentres.com,,2024-04-16 14:48:40,'2024-03-09 13:48:30'),reit,reit,0,0,1,0,0,0,0,0,0
29720,CAPREIT Apartments Inc,"11 Church St, Ste 401",Toronto,Ontario,M5E 1W1,416-861-9404,2024-03-18,capreit.com,,2024-04-16 14:48:54,'2024-04-16 02:21:02'),reit,reit,0,0,1,0,0,0,0,0,0
29890,True North Commercial REIT,,Toronto,Ontario,M8X 2X3,416-234-8444,2024-04-22,,,2024-06-01 15:59:16,'2024-06-01 15:59:16'),reit,reit,0,0,1,0,0,0,0,0,0
29915,H&amp;R REIT,,Toronto,Ontario,M3K 1N4,416-635-7520,2024-04-15,,,2024-06-01 15:59:17,'2024-06-01 15:59:17'),reit,reit,0,0,1,0,0,0,0,0,0
29934,Artis REIT,,Winnipeg,Manitoba,R3C 4G1,,2024-04-09,,,2024-06-01 15:59:18,'2024-06-01 15:59:18'),reit,reit,0,0,1,0,0,0,0,0,0
29989,Pier 4 REIT,"699 Balliol St, Ste 100",Toronto,Ontario,M4S 1E6,416-297-2773,2024-04-03,,,2024-06-01 15:59:20,'2024-06-01 15:59:20'),reit,reit,0,0,1,0,0,0,0,0,0
30030,SmartCentres REIT (Barrie Essa) Inc,"700 Applewood Cres, Ste 200",Vaughan,Ontario,L4K 5X3more info: mi.pdf,905-326-6400,2024-02-29,,,2024-06-01 15:59:27,'2024-06-01 15:59:27'),reit,reit,0,0,1,0,0,0,0,0,0
30313,Uban REIT Inc,1357 Tansley Dr,Oakville,Ontario,L6L 2N5,647-330-4913,2024-04-02,reit.com,,2024-06-04 13:12:46,'2024-06-01 17:35:50'),reit,reit,0,0,1,0,0,0,0,0,0
