1,3414493 Canada Inc,"11 Church St, Ste 401",,,M5E 1W1,,2022-04-29,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),category_primary,category_all,is_builder,is_investment,is_reit,is_private_equity,is_asset_manager,is_family_office,is_pension_fund,is_insurance,is_lender
196,Stouffville Bethesda Holdings Inc,"56 The Esplanade, Ste 406",,,M5E 1A7,,2022-12-09,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
217,250 Bowie Holdings Inc,81A Ronald Ave,,,M6E 4M9,,2022-02-28,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
237,Wilton Grove Holdings Inc,8177 Torbram Rd,Brampton,Ontario,L6T 5C5,,2022-02-24,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
249,Mbark Holdings Ltd,40 Ridgehill Dr,Brampton,Ontario,L6Y 2C5,,2022-02-22,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
252,Trentvitale Holdings Inc,7505 Kennedy Rd,,,L3R 0L3,,2022-02-18,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
270,Fengate Capital Management,"2275 Upper Middle Rd E, Ste 700",Oakville,Ontario,L6H 0C3,905-491-6599,2022-02-15,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
284,Masteel Investment (Burlington) Corp,"7490 MacDonald Rd, Ste 120",Delta,BC,V4G 1N2,604-952-4434,2022-02-14,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
285,Beedie ON (Palladium Way) Holdings Ltd,3030 Gilmore Diversion,Burnaby,British Columbia,V5G 3B4,604-435-3321,2022-02-14,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
287,RioCan Holdings Inc,"2300 Yonge St, Ste 500",Toronto,Ontario,M4P 1E4,800-465-2733,2022-02-11,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
295,Soneil Investments,46 West Dr,Brampton,Ontario,L6T 3T6,905-565-0360,2022-02-04,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
303,KP Financial Services,"1200 Derry Rd E, Unit 17",Mississauga,Ontario,L5T 0B3,905-670-8292,2022-02-02,kaiserpermanente.org,,2023-12-02 13:16:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
317,Starlight Investments Ltd,"3280 Bloor St W, Ste 1400",Toronto,Ontario,M8X 2X3,416-234-8444,2022-02-01,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
318,Newsver Holdings Ltd,"145 King St W, Ste 2200",Toronto,Ontario,M5H 4G2,,2022-02-01,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
319,First Capital Holdings (Ontario) Corp,"85 Hanna Ave, Ste 400",Toronto,Ontario,M6K 3S3,416-504-4114,2022-02-01,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
320,Key-Sean Investments Inc,,,,,,2022-02-01,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
321,Di Tomaso Holdings Inc,111 Princess Anne Cres,Toronto,Ontario,M9A 2R1,416-233-4289,2022-02-01,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
334,Crux Capital Corp,"161 Bay St, 27th Flr",Toronto,Ontario,M5J 2S1,416-930-1756,2023-02-16,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
347,Starlight Investments Ltd,3280 Bloor St W,Toronto,Ontario,M8X 2X3,416-234-8444,2023-02-01,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
372,Harlo Capital,"2 St Clair Ave E, Ste 1204",Toronto,Ontario,M4T 2T5,416-551-7115,2022-01-27,harlocap.com,,2023-12-02 13:14:23,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
384,Annapolis Financial Corp,"100 Haist Ave, Unit B",,,L4L 5V4,,2022-01-24,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
404,DCR Holdings Inc,"570 Highland Rd W, Unit 1",,,L8W 0C4,,2022-01-19,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
420,8301 Keele Street Holdings Inc,7200 Martin Grove Rd,,,L4L 9J3,,2022-01-13,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
431,Di Poce Real Estate Holdings Ltd,"175 Sun Pac Blvd, Ste 1A",Brampton,Ontario,L6S 5Z6,905-793-0093,2022-01-06,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
432,Participating Holdings Ltd,941 Queen St W,,,M6J 1G7,,2022-01-06,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
438,Munikoti Holdings Inc,,,,M6S 2G3,,2023-01-26,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
444,May Stone Investments Inc,568 Jane St,,,M6S 4A5,,2023-01-23,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
456,Liari Investments Inc,"9 Burnhamthorpe Cres, Ste 710",,,M9A 0A6,,2023-01-10,,,2023-10-12 10:25:21,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
